Category,Name,Brand,Price,Key_Features
Computing,Mikrotik RB5009UG+S+IN,Mikrotik,13499,Not Available
Computing,Waterproof Laptop Backpack for Men and Women with 16 inch Computer Compartment Travel Laptop Backpack Water Resistant Backpacks - NVY,Waterproof,294.75,Not Available
Computing,"D-Link 4G LTE Portable Wireless Mobile Router, DWR-930M -",D-Link,2179,"Share your high-speed mobile broadband connection wirelessly with up to 8 devices. | Uses a built-in firewall and industry-standard WPA/WPA2 security protocols to help keep your data safe from prying eyes | Recharge on the go with a 3000mAh battery and power bank feature, your phone won't run out of battery anymore. | The DWR-930M 4G/LTE Mobile Router is a 4G LTE Cat4 high-speed broadband wireless WAN(WWAN) to Wi-Fi mobile hotspot that supports internet speed up to 150Mbps downlink and 50Mbps uplink. The DWR-930M uses a 4G Internet connection to give you an easy-to-set-up Wi-Fi network anywhere you need one. The DWR932-C allows you to create a Wi-Fi hotspot to share your connection with up to 12 Wi-Fi devices. The convenient size means you can share your connection anywhere; use it in a cafe to send e-mail while your friend reads the news, or at the airport so you and your coworkers can work while waiting for your plane. | Simply insert your data-enabled SIM card to set up your very own mobile Wi-Fi network. The DWR-930M is perfect for when you need to quickly set up an impromptu network; its ideal for business trips when you need to share an Internet connection with everybody during a meeting, or use it for travel, allowing you to provide all your travel companions with Internet access | With a powerful 3000mAh battery you can surf the internet up to 12 hours in one charge and you can recharge your smart devices using the provided OTG cable. | Frequancy Range: 2.4GHz - 2.4835GHz | EIRP: 18.4 dBm | Connect up to 8 Wi-Fi devices | Charge your smart devices thanks to power bank feature using OTG cable | Up to twelve hours of battery in one charge so you stay connected longer | Small size lets you drop it in a purse or pocket and take it wherever you go | WPA/WPA2 Wi-Fi security protocols for industry-standard encryption connections out | built-in firewall helps keep unwanted connections out | Wi-Fi Protected Setup (WPS) for one-touch setup"
Computing,Fort GAMEPAD USB SINGLE TURBOFT208,Fort,275,: China | (x x ): 2*2*2 | : Blue | : plastic
Computing,Logitech MK235 Wireless Keyboard and Mouse Combo,Logitech,1099,MK220 Wireless Keyboard and Mouse Combo
Computing,Hollyland Lark M2 Wireless Lavalier Microphone Combo (USB-C + Lighting) - Black,Hollyland,5100,Not Available
Computing,HP Victus15-fa1051ne Intel Core i5 13420H-8GB 3200Mhz DDR4- RTX 2050 4GB - 512GB SSD Gen4- 15.6-INCH Full HD IPS 144Hz,HP,45000,Not Available
Computing,Fort Fort GAMEPAD USB SINGLE TURBOFT208,Fort,275,Country of Manufacture: China | Size (LxWxH cm): 2x2x2 | Color: Blue | Main Material: Plastic
Computing,Pantum Laser Toner PD-219 - Black and White Toner Cartridge,Pantum,989,Not Available
Computing,Fabric Random Laptop Sleeve,Fabric,275,Ribbon sleeve with attractive shapes and various designs | Sleeve with diamond shapes | Sleeve with attractive color as burgundy | Suitable for all ages
Computing,Point SPEAKER USB POINTPT800,Point,350,: PT800 | : China | : black | : Plastic
Computing,Sandisk 128GB Ultra Dual Drive M3.0 Flash Drive for Android Devices,Sandisk,800,"Free up space on your OTG-enabled Android phone | Back up your mobile photos, videos and contacts | Retractable design with Dual Micro-USB and USB 3.0 connectors | High-speed USB 3.0 performance transfer from drive to computer | SanDisk Memory zone application (Available on Google play) lets you easily manage your photos and videos"
Computing,Bamm Natural Leather Laptop Case for Slim Laptops - 11 Inch,Bamm,600,"Bamm products are manufactured according to international specifications, with very high quality | Natural leather | Laptop case | Handmade and machines | Original brand | 3 years guarantee | Suitable for all kinds of slim laptop | Apple Mac products | Easy to carry | Please set your opinion about our products | Follow our store and enjoy shopping our unique leather products"
Computing,"Wireless Bluetooth Mouse, Rechargeable LED Dual Mode Mouse (Bluetooth 5.2 and USB Receiver) Portable Silent Mouse,for Laptop/Desktop/Tablet(Black)",Dual,257.5,Not Available
Computing,Practical Power Strip with 7 Ports and 2 USB Charging Ports,Practical,249,"7-port power connector + 2 USB ports | Compact, space-saving solution for multiple devices | High-quality materials for long-term use | Power switch for energy saving | Rated voltage: 220-250V | Maximum current: 10A | Frequency: 50/60Hz"
Computing,HP DHE-8000 USB Wired Headphone With Mic – Black,HP,1259,"Type: On-Ear Headphone | Compatible With: PCs & Laptops | Connectivity: Wired | With Mic: Yes | Key Features: | - Omnidirectional microphone with clear calls and smoother sound | - 30mm dynamic driver unit with soft, closed ear cushions | - Low-interference polyurethane earphone cable | - Independent multifunctional control design for easy control | - Rotatable ear cups and flexible microphone | Model Number: DHE 8000"
Computing,Waterproof Laptop Backpack Bundle for 13–15.6 Inch Laptops – Shockproof Lightweight Multi-Compartment Anti-Theft Travel & Work Backpack for Men & Women + Adjustable Aluminum Laptop Stand + USB-C Multi Charging Adapter Kit (Black),Waterproof,675,Not Available
Computing,Sandisk 128GB Ultra Curve 3.2 Flash Drive - High-Speed Portable Storage,Sandisk,700,Storage Capacity: 128GB | Interface: USB 3.2 Gen 1 | Read Speed: Up to 100 MB/s | Color: Blue | Memory Storage Capacity: 128GB | Brand: SanDisk | Hardware Interface: USB 3.2 Gen 1
Computing,KIOXIA LMEX1L032GG2 MicroSD EXCERIA 32GB,KIOXIA,490,Not Available
Computing,iLOCK Extension Cord – 3 M,iLOCK,300,Length: 3 meters | Current Rating: 16 Amperes | Power Rating: 3500 Watts | Wire Specification: 2x1mm (32 strands per wire) | Patented Technology: Locking female plug prevents accidental disconnections | Water Resistance: Male plug is water-resistant (IP44) | Copper Connectors: High-quality copper for better conductivity
Computing,Toner-Tank Epson 103 Ink Cartridge 4 Colors compatible with Epson EcoTank L3110/3111/3150,Toner-Tank,569,4 ink bottles. | High color quality. | Each bottle is 70 ml.
Computing,ASS E-SPORTS GAMING HEADSET,ASS,489,Not Available
Computing,PUBG 5in1 - Enhance Your Mobile Gaming Experience,PUBG,160,Production Country: China | Size (Length x Width x Height cm): 1*1*1 | Color: Black | Main Material: Plastic
Computing,"Logitech H151 Stereo Headset for Computers, Smartphones, Tablets",Logitech,979,Stereo sound | Rotating microphone | In-line controls | Adjustable headband
Computing,"Elmaghraby power strip, 2 meters long, 7 outlets, 3 universal, 3 USB, and a Type-C outlet",Elmaghraby,297,Not Available
Computing,Ink Toner Set - 100 Ml - 4 Pcs,Ink,300,Not Available
Computing,Sandisk 256GB Ultra Flair USB 3.0 Flash Drive - Fast Data Transfer and Durable Design,Sandisk,2220,"High-speed USB 3.0 performance of up to 150MB/s | Transfer a full-length movie in less than 30 seconds | Transfer to drive up to 15 times faster than standard USB 2.0 drives | Sleek, durable metal casing | Easy-to-use password protection for your private files"
Computing,Rapoo H120 USB Stereo Headset,Rapoo,649,"Audio Output: | High quality USB digital audio output | Remote Control: | The multiple functions of the remote control | HD Voice: | Soft HD voice calls | Microphone Reduction: | Microphone noise reduction, adjustable rotation | Music: | Share music with your friends | Microphone: | Support microphone mute"
Computing,"tenda N301 Wireless N300 Easy Setup Router, 4 Ports, 2 Antenna, 10/100Mbps - White",tenda,649,Not Available
Computing,Gigamax MOUSE GIGA MAX USB G- 1300,Gigamax,250,: G-1300 | : China | : Black | : Plastic
Computing,"El Sewedy Electricity Strip 3 power outlets with a maximum power of 3680 watts and 16 amps, 2 meters long, 10-year replacement warranty",El Sewedy,349,"SKU: EL176EA23Z6JDNAFAMZ | Color: White, Red"
Computing,Black Fabric - Random- Laptop Sleeve,Black,275,Plain sleeve with attractive shape and simple designs | sleeve with unique shapes | Plain sleeve with attractive color as Black | Suitable for all ages
Computing,TP-Link Mesh Wi-Fi Extender 2.4Ghz Band (300Mbps) And 5Ghz - Re205 - White,TP-Link,1859,Brings Wi-Fi dead zone to life with strong Wi-Fi expansion at combined speed of up to 750Mbps | Operates over both the 2.4GHz band(300Mbps) and 5GHz band(433Mbps) for more stable wireless experience | Intelligent signal light helps to find the best location for optimal Wi-Fi coverage by showing the signal strength | Works with any Wi-Fi router or wireless access point* | EasyMesh-Compatible - Flexibly creates a Mesh network by connecting to an EasyMesh-compatible router for seamless whole-home coverage
Computing,Sharp developer,Sharp,19960,Not Available
Computing,HP 106A Black Original LaserJet Toner Cartridge - W1106A Black,HP,2350,Colour Name: Black | Model Number: W1106A | Model Name: HP 106A | Number Of Pieces: 1
Computing,Koyoto Stylish & Durable Laptop Backpack for Men & Women – Waterproof 15.6 Inch School & Business Bag Buy 1 Get 1 Free – Back to School Offer,Koyoto,693.18,Not Available
Computing,K3 SUPER BASS Gaming Headphone - Black,SUPER,599,Not Available
Computing,DELL Laptop Bag Trend for Men and Women - World Quality Backpack,DELL,420,Not Available
Computing,104 Gaming Headphones - Black,Gaming,599,Not Available
Computing,NON TRANSPARENT Arabic Letters Keyboard Sticker - White Letters on Black Background,NON,55,"Arabic lettering stickers on a black non-transparent background. | High-quality, durable matte vinyl material. | Sticker size: 1.1 cm 1.3 cm. | Easy to apply and remove. | Compatible with all desktop and laptop keyboards"
Computing,Grand 1000G USB3 external hard disk,Grand,2150,Not Available
Computing,"Rapoo NK1900 Wired Keyboard with USB Connection, 1.5m Cable Length, Spill Resistant, Laser Engraved Keycaps, English-Arabic Layout",Rapoo,349,Not Available
Computing,"Adjustable Stand + Foldable Aluminium Laptop Riser for 10–17.5"" Devices",Adjustable,252,Fully adjustable height and angle for ergonomic comfort | Premium aluminum alloy for strong and stable support | Enhanced airflow to prevent overheating | Foldable and ultra-portable design | Anti-slip silicone pads protect your laptop and desk | Compatible with laptops and tablets from 10 to 17 inches
Computing,HP LaserJet MFP 137fnw Multifunctional Laser Printer,HP,12199,"Device Type: Multifunction printer | Fax Type: Plain paper | Printing Technology: Laser monochrome | Monthly Duty Cycle (max): 10000 pages | Recommended Monthly Volume: 100 2000 pages | Display: 2 lines x 16 characters | Connection Availability: Yes | Interface: USB 2.0, LAN, Wi-Fi(n) | AirPrint Enabled: Yes"
Computing,Gigamax MOUSE GIGA MAX USB G- 1200,Gigamax,250,: G-1200 | : China | : green | : Plastic
Computing,HP LaserJet MFP M141a,HP,6777,Not Available
Computing,"Redragon Wireless Gaming Headset H858 with 3-Mode , 7.1 Surround Sound, 53 mm Drivers for phone and PC",Redragon,3699,"Unleash Your Freedom Cut the cord and game anywhere! With Redragons RGB 3-Mode Wireless Gaming Headset, switch effortlessly between USB-C wired, Bluetooth, and 2.4GHz modes. Whether youre lounging on the couch or dominating the battlefield, enjoy seamless compatibility with PS5, PS4, PC, Mac, and more. | Lag-Free Gaming Bliss Stay ahead of the pack! Our ultra-low latency wireless technology delivers a lightning-fast connection up to 49 feet away. With under 24ms delay, youll experience smooth, immersive gameplay that keeps you in the zoneno lag, no problem! | Surround Yourself in Sound Feel every moment come alive! The Redragon headset features high-precision 53mm drivers, delivering immersive 7.1 surround sound. Whether youre sneaking through enemy territory or blasting through a boss fight, every gunshot and footstep will be crystal clear, putting you right in the action. | Chat Like a Pro Communicate clearly with teammates! Our detachable omni-directional microphone offers high-end noise cancellation, adjustable to your liking. Perfect for those intense gaming sessions, youll coordinate strategies with crystal-clear dialogueno more Can you hear me? moments! | Effortless Control Stay focused on the game! Easily manage your audio settings with intuitive buttons right at your fingertips. The volume controller and quick mute function let you adjust on the fly, so you can keep your head in the game without missing a beator a headshot! | Built for Gamers Durability that keeps up! Designed with soft memory foam padding and an adjustable headband, this headset keeps you comfy during those marathon sessions. Crafted with high-quality materials, it is built to withstand intense gaming sessions. Whether youre a casual player or a hardcore gamer, its ready for anythingjust like you"
Computing,Onikuma K8 Wired Gaming Headphone - Black,Onikuma,799,"Universal Compatibility: Compatible with Nintendo Switch, PlayStation, smartphone, laptop, and other audio devices with 3.5mm port. | Adjustable omnidirectional Microphone. | 50mm drivers for vivid sound field. | Sound clarity. | Soft ear cushions. | Adjustable headband with cushion."
Computing,Sandisk Hard Disk 1TB External Portable SSD-E30 (G26),Sandisk,8719,Not Available
Computing,Point USB MINI KEYBOARD PT-360,Point,299,Not Available
Computing,Grand Keyboard letter stickers - (Arabic/English) - 5 Nicole,Grand,85,: . | : . | : . | : 5 . | : /.
Computing,Standard RG45 Network Cable Cat6 St Ultra6 305M Gray,Standard,1935,Not Available
Computing,Logitech Headphone Wired Stereo Microphone Noise H111 Black,Logitech,609,"AN AFFORDABLE HEADSET FOR ALL YOUR DEVICES: The simple way to start talking when using computers, smartphones and tablets. Features a standard 3.5mm audio jack and is compatible with most operating systems and platforms. Get just what you need to hear and be heard clearly. | MULTI-DEVICE HEADSET: The perfect business headset for voice calls, Skype, webinars and more. The 7.71 ft (235cm) cable is just the right length to give you the freedom to stand up and stretch during long conversations. | STEREO SOUND: Enjoy clear audio for music, games and calls. A reliable headset for daily tasks including video calls with family or colleagues. | ROTATING MICROPHONE: Boom can rotate 180to be worn on the left or right. Flexible mic can be positioned for better voice capture and background noise reduction. Boom can be tucked out of the way when youre not using it. | ADJUSTABLE HEADBAND: Sturdy yet lightweight stereo headset has a broad range of adjustment. Ultra-soft foam ear cushions provide hours of comfort. | 3.5MM AUDIO JACK CONNECTION: Simply plug the 3.5mm jack into your computer, smartphone or tablet and youre ready to talk. | TECHNICAL SPECIFICATIONS: | Input Impedance: 32 Ohms | Sensitivity (headphone): 100 dB +/-3 dB | Sensitivity (microphone): -58 dBV/Bar, -38 dBV/Pa +/- 4 dB | Frequency response (Headset): 20 Hz to 20 kHz | Frequency response (Microphone): 100 Hz 16 kHz | Cable length: 1.8 m | SYSTEM REQUIREMENTS: | Works with Common calling applications across almost all platforms and operating systems | Works with computers, smartphones, tablets | Single 3.5 mm jack"
Computing,Sandisk OTG-Enabled M3.0 Ultra Dual Drive - 64 GB,Sandisk,600,"Brand: Sandisk | Model Number: SDDD3-064G-G46 | Storage Capacity: 64 GB | Color: Grey | UPC-A: 619659149642 | Type: Dual | Write/Read Speed: | PC/Mac Computer Compatibility: Windows Vista, Windows 7, Windows 8, Windows 10, Mac OS X v10.6 and higher | Interface: Micro-USB and USB 3.0 connectors"
Computing,Wireless Bluetooth Mouse,Wireless,121.5,Not Available
Computing,"Sandisk Ultra 64GB, USB 3.0 Flash Drive, 130MB/s Read",Sandisk,549,Transfer up to 10x faster than USB 2.0 | Backward compatible with USB 2.0 | Secure file encryption and password protection with included SanDisk Secure Access software | Recover lost or corrupted files with a years subscription to Rescue PRO software
Computing,Canon Pixma G3410 All-in-One Inkjet Printer - Wireless Black,Canon,6239,Not Available
Computing,Point Cable USB Extension 10m,Point,240,Production Country: China | Size (Length x Width x Height cm): 1*1*1 | Color: Gray | Main Material: PVC
Computing,"Energy 4-outlet power strip, heavy-duty load capacity, 10000W, IP44 waterproof",Energy,327,Not Available
Computing,"Exon X1173 Thermal Paste Silicone Grease For CPU, GPU, Heatsink Cooling - 2Gram",Exon,65,Not Available
Computing,Kisonli SPEAKER USB KISONLIU9003,Kisonli,370,: U9003 | : China | : Blue | : Plastic
Computing,Sandisk USB Dual Drive Luxe 128GB - High-Speed USB-C & USB 3.1 Flash Drive,Sandisk,1200,Quickly move files to your computer | Free up space to take more photos | Sequential Read Performance Up to 150MB/s | USB 3.1 Gen 1
Computing,HP Compatible GT 52 Ink TANK Cartridge Set (Compatible GT 52 Ink Cartridge Set (Black / Cyan / Yellow / Magenta).,HP,1850,Not Available
Computing,Sandisk SDDDC3 128GB Ultra Dual Drive Go USB Type-C Flash Drive,Sandisk,1175,The 2-in-1 flash drive with USB Type-C and Type-A connectors | Seamlessly move content between your USB Type-C and Type-A devices(2) | Free up space on your USB Type-C smartphone(2) | Automatically back up photos with SD Memory Zone app(3) | High-performance USB 3.1 Gen 1 drive with 150MB/s read speeds(1) | Swivel design to protect connectors and convenient keyring hole
Computing,Fort RACK M.2-4 NVME SSD CASE BLACKFORT,Fort,530,Model: M-2-4 NVME SDD | Production Country: China | Color: Black | Main Material: Metal
Computing,Waterproof Laptop Backpack for Men and Women with 17 inch Computer Compartment Travel Laptop Backpack Water Resistant Backpacks - Black,Waterproof,378,Not Available
Computing,"Redragon K617 Fast Shutter Mechanical Wired Gaming Keyboard with 61 Keys, Special Magnetic Switches, Adjustable Action Point, 8KHz Polling Rate, Gray",Redragon,2699,Not Available
Computing,Ldnio SC2 45W Universal Power strip desktop LED power Adapter,Ldnio,1529.1,Not Available
Computing,Sandisk 64GB Ultra Shift USB 3.0 Flash Drive,Sandisk,450,Storage Capacity: 64GB | Interface: USB 3.0 | Read Speed: Up to 100 MB/s | Color : black | Memory Storage Capacity : 64GB | Brand : SanDisk | Hardware Interface : USB 3.0
Computing,Laverock 2.4G Wireless Optical Mouse - Blue,Laverock,180,Model: LAVEROCK 2.4G Country: China Color: Blue Main Material: Plastic
Computing,"Cougar Laptop Backpack Bag 15.6"" - Black - 8000",Cougar,599,Not Available
Computing,Toner-Tank Canon Ink GL-490 CGI-490 490 For Printer for Canon G1400/1410/2400/2410/3400/3410/4400/4410/G1411/2411/3411/4411,Toner-Tank,269,1 Black bottle. | High color and printing quality. | The bottle is 135ml.
Computing,"Lenovo Loq 15IAX9 Laptop, Intel® Core i5-12450HX, 12GB Ram, 512GB SSD, NVIDIA® GeForce RTX™ 2050 4GB, 15.6"" FHD, 83GS00SKED - Luna Grey",Lenovo,38999,Not Available
Computing,Starink 19A Drum Replacement for HP 19A CF219A Drum Unit for use in HP Pro MFP M130fw M130nw M130fn M130a M102w M102a M130 M102 Printer,Starink,500,"Please note that CF219A drum cartridge will not be filled with the CF217A toner cartridge inside. You have to order additional CF217A toner if you need the toner cartridge. | Includes 1 Pack Black 19A CF219A Drum Unit Replacement With IC Chip. | Print More & Cost Less: 12,000 Pages per drum unit base on 5% Coverage(letter/A4). | Suitable for HP Pro M102w M102a M104 MFP M130fw M130nw M130fn M130a M132 Printer. | Condition: New compatible, replacement for HP 19A CF219A Drum Unit."
Computing,Sandisk 64GB Ultra Dual Drive Luxe USB Type-C Flash Drive,Sandisk,720,Not Available
Computing,Onten HUB Convert_Type-C To HDMI - OTN-UC102H - Green,Onten,269,"HDMI female connector, up to 4K@30Hz resolution | Fast heat dissipation, stable performance, small and portable | The interface is plug-in, plug-and-play, and responds quickly | Support VESA USB Type-C display port alt mode | For Mac OS / iPad OS / Windows / Android and Linux systems | The image quality on a 4K @ 30Hz monitor or TV with UHD resolution will make you amazed | Transmits audio and video signals simultaneously, supporting mirroring or extended modes."
Computing,7-Level Adjustable Aluminum Alloy Foldable Laptop Stand - Multicolour,Adjustable,199,"Colour Name: Multicolour | What's in the Box: 1 x Platforms, Stands & Shelves | Model Number: MS-TE121 | Model Name: MS-TE121 | Number of Pieces: 1"
Computing,Replacement PH 106A Toner Cartridge,Replacement,340,"Color: Black | Compatible :106A | Package Contents: 1X 106A | Page Yield: 1000 pages, at 5% coverage/A4 | Use For: HP LaserJet HP Laser 107a/107r/107w,Laser MFP 135a/w,Laser MFP 137fnw Printer"
Computing,"Wax Ribbon, 84mmx74m, 2300, Standard, 12mm core",Wax,235,Not Available
Computing,Bamm Laptop Bag With Adjustable Shoulder Strap,Bamm,320,Not Available
Computing,Point MOUSE WIRELESS PT-325 - Versatile Wireless Gaming Mouse,Point,155,Not Available
Computing,HP Z420 workstation PC,HP,12999,Not Available
Computing,Laptop phone holder-silver,Laptop,246.75,laptop phone holder | Aluminum material | multi functional 360 degree rotation | strong load bearing | stable bracket support | color silver
Computing,Gigamax MOUSE GIGA MAX USB G- 1100,Gigamax,250,: G-1100 | : China | : Black | : Plastic
Computing,Point GAMEPAD DOUBLE NORMAL COLOR BUTTON PT702 - USB Dual Controller for Gaming,Point,230,Production Country: China | Size (L x W x H cm): 2*2*2 | Color: Black | Main Material: Plastic
Computing,Starink Epson 103 Ink Cartridge compatible with Epson EcoTank L3110/3111/3150,Starink,249,1 Black bottle. | High color quality. | The bottle is 70 ml.
Computing,D-Link DWA-X582 AX3000 Wi-Fi 6 Blutooth 5.3 Wireless PCIe Dual Band Adaptor,D-Link,1666,Technical Specifications | Advanced Features | Standards | Wireless Speed
Computing,r Operation Cable From Power Bank,Operation,107.1,Router operation cable from power bank | USB converter 5V to 12V | Input USB 5V | Cable length: about 1000mm | Color: black
Computing,Logitech Wireless Mouse M171 - Black,Logitech,579,"Sensor Technology | DPI (Min/Max): 1000 | Number of Buttons: 3 (Left/Right-click, Middle click) | Customization app | Scrolling | Scroll Wheel: Yes, 2D, optical | Battery: 12 months 2Battery life may vary based on user and computing | Battery Details: 1 x AA (included) | Connection Type: 2.4 GHz wireless connection | Wireless range: 10 meters 3Wireless range may vary based on user, environmental and computing conditions. | Connect / Power: Yes, on/off switch | Black/Grey plastics: 75% post-consumer recycled material 4Excludes receiver and printed wiring assembly (PWA) plastics, and packaging."
Computing,Fan USB Rechargeable - F665 with 3 Speeds - LED Light - Green,Fan,666,"Three-speed ventilation fan and light | Built-in power, USB rechargeable. | Portable hand fan that can be easily carried in the bag | One piece fan | It is suitable for the car because it is equipped with a separate base provided that it is attached from the bottom with a double face | Desk fan for work and study | You can place it vertically on the desk for ventilation while working and sleeping | Bendable at an angle of 180 degrees | You can operate it continuously throughout the sleep period provided that it is connected to electricity or a power bank so that its charge is not discharged during sleep. | The lighting can be turned on by double clicking on the power button | It can be hung on the ceiling or side anywhere using a hook | The fan supports operation with one or two charging chambers | The fan comes with only one charging station to operate it | It comes with a USB charging cable | The fan can be fixed at the appropriate angle for ventilation by tightening the screws | It has a large office base"
Computing,Canon Printer Canon Pixma G3430,Canon,6399,"Functions | Print, Copy, Scan, Wi-Fi, Cloud | Type | Color Multifunction Printer | Printing Specifications | Print Speed | 11 ipm | Print Technology | Ink Tank | Print Resolution | 4800 x 1200 | Print Speed Color | 6 ipm | Print Speed Black | 11 ipm | Borderless Printing | Yes | Scanner Specifications | Scanning Capability | Yes | Scanner Type | CIS flatbed photo and document scanner | Optical Scan Resolution (dpi) | 600 x 1200 dpi | Scan Speed | 1.5 ms/line | Copier Specifications | Copying Capability | Yes | Copy Speed | 23 sec | Copies, Maximum | 99 copies | Document Handling | Paper Types | Plain,Red Label Superior,Canon Oce Office Colour,Photo Paper Pro Luster/Plus Glossy II/Plus Semi-gloss,High Resolution,Envelope,Greeting Card,Cardstock,Matte/Glossy/Restickable/Magnetic Photo,Light/Dark Fabric Iron on Transfers,Double sided Matte | Paper Sizes | A4, A5, A6, B5, LTR, LGL, Executive (184.2 mm x 266.7 mm), Legal (215 mm x 345 mm), 4"" x 6"", 5"" x 7"", 7"" x 10"", 8"" x 10"", Envelopes DL, Envelopes COM10, Envelopes C5, Square (89 mm x 89 mm), Square (127 mm x 127 mm), Card Size (91 mm x 55 mm) | Maximum Paper Input | 100 sheets | Paper Weight | Rear Tray: Plain paper: 64 - 105 g/m, Canon specialty paper: max paper weight : approx. 265 g/m | Connectivity | WiFi | 802.11b,802.11g,802.11n | USB | Hi-Speed USB 2.0 | Mobile Printing Capability | Yes | Cartridges and Yields | Standard Ink Cartridges | GI-41S , GI-41S , GI-41S , GI-41S | Optional XL Ink Cartridges | GI-41 , GI-41 , GI-41 , GI-41 | Cartridge Yield (Plain paper) | A4 colour documents printing, Black: 3,100 pages (Economy mode 3,900 pages), Colour: 4,400 pages (Economy mode 4,600 pages) | Power | Power Consumption | 15 Watts | Physical | Dimensions | 177 x 416 x 337 mm | Weight | 6 kg | Dimensions | Depth | 337 mm | Height | 177 mm | Width | 416 mm"
Computing,Backpack Laptop Backpack for Men and Women with 16 inch Computer Compartment Travel Laptop Backpack Water Resistant Backpacks - Grey,Backpack,399.92,Not Available
Computing,TP-Link Router Wireless 300Mbps Supports 4 Modes Router Range Extender tl-Wr840N - White,TP-Link,899,"300 Mbps wireless transmission rate ideal for both bandwidth sensitive tasks and basic work. | Supports 4 modes: Router, Range Extender, Access Point and WISP modes. | Parental Controls manage when and how connected devices can access the internet. | Compatible with IPv6 (Internet Protocol version 6). | Guest Network provides separate access for guests while securing the home network."
Computing,USB DELL MS111,DELL,120,Model: MS111 | Production Country: China | Color: Black | Main Material: Plastic
Computing,Replacement Premium Compatible Toner Cartridge Q6511A for HP Printers - Black,HP,600,Model: Compatible HP Q6511A | Color: Black | Page Yield: 6000 pages | Compatible with printers: HP Laserjet 2410/ 2420 /2420D/2420DN/2430DTN/2430TN/ 2400 Printer - Black | Package Contents: 1X Q6511A
Computing,Portable Electronic Accessories Organizer Case for Travel Cable Storage and Tool Holder Compact Bag for Earphone Charger and Power Units Black Color,Portable,351,Not Available
Computing,Laptop phone holder,Laptop,305.1,Metal laptop phone holder | Multi-function 360-degree rotation | Large base for stability | Angle adjustment capability | Color: May vary
Computing,Starink EPSON T673 6-Color Refill Ink Set For L800/L805/L810/L850/L1800,Starink,949,"Compatible with: L800/L805/L810/L850/L1800. | Canon BIXMA GI-673 Ink Bottle Set of 6 (Black, cyan, yellow, magenta, light blue, light magenta)"
Computing,15.6 Inch Laptop Sleeve,Inch,200,SKU: GE810EA0I8GXHNAFAMZ | Model: BL16061001 | Production Country: Egypt | Size (L x W x H cm): 40*30*3 | Color: Black | Main Material: Fabric
Computing,Toner-Tank CF217A 17A Black Toner Cartridge Replacement For HP 17A CF217A M102w Toner Work With Laserjet Pro M102w M130nw M130fw M130fn M102a M130a Pro MFP M130 M102 Printer Toner,Toner-Tank,279,"[WITH CHIP] 17A Toner: A black 17A toner cartridge replacement for HP CF217A 17A M102w toner cartridge | Compatible HP Printer Models: HP LaserJet Pro M102a/M102w/MFP M130a/M130fw/M130nw/M132a/M132fn/M132fp/M132fw/M132nw/M132snw | 217A Toner Cartridge Yield Page:Up to 1,600 pages per 17a toner cartridge at 5% Coverage (Letter/A4) | Includes: 1 Black Compatible 17A Toner Cartridges Replacement for HP 17A CF217A [Latest Chip]"
Computing,"Asus TUF Gaming A15 FA506NCR-HN007W - AMD Ryzen 7-7435HS , 8GB RAM , 512GB SSD , RTX 3050 4GB , 15.6'' FHD , Win11 - Black",Asus,37439,Not Available
Computing,"Elmaghraby electrical outlet, 3 universal outlets and 3 USB outlets",Elmaghraby,279,Not Available
Computing,CAT Original heavy-duty black laptop backpack,CAT,1950,"Capacity: Designed for devices up to 15.6 or 16 inches. | Material: Often made from high-quality nylon or high-density polyester, providing water and tear resistance. | Tech Integration: Includes a dedicated USB port and a headphone/hands-free port for charging and audio on the go. | Compartments: Main padded compartment for laptop protection. Internal pocket specifically for a smartphone. Front organizer pocket for small accessories, cards, and keys. | Main padded compartment for laptop protection. | Internal pocket specifically for a smartphone. | Front organizer pocket for small accessories, cards, and keys. | Comfort: Features padded shoulder straps and a ventilated airmesh back panel to reduce strain during long wear"
Computing,General KM-D1 Wired Microphone - Black,General,350,Not Available
Computing,FANTECH Gaming Headset HG17s_VISAGE II,FANTECH,699,Not Available
Computing,Onikuma X15 Pro Wired RGB Gaming Headset - Black,Onikuma,795,Wired 3.5mm | PC | PlayStation 5 | PlayStation 4 | Xbox | Nintendo Switch
Computing,Point SPEAKER USB POINTPT122,Point,395,: PT122 | : China | : Black | : Plastic
Computing,Toner-Tank Compatible 12A 2612A Black Toner Cartridge for HP 12A Q2612A and HP Printers Laserjet 1010 1012 1018 1020 1022 1022n 1022nw 3015 3020 3030 3050 3052 3055 M1319 M1319f,Toner-Tank,269,"Contains 1 Pack Compatible HP 12A Q2612A Black Toner Cartridge | Page Yield 2,000 pages @ 5% coverage. | Strictly manufacture procedure could insure our compatible toners could meet OEM standard and your printing demand."
Computing,Western Digital WD HDD Green 500GB,Western Digital,585,Not Available
Computing,Havit Speaker USB sk202-BK (RGB),Havit,650,: sk202 | : China | : black | : Plastic
Computing,"MSI Thin A15 B7V Gaming Laptop, AMD Ryzen™ 7 7735HS, 16GB Ram, 512GB SSD, GeForce RTX™ 4060 8GB, 15.6"" FHD 144Hz - Cosmos Gray",MSI,51999,Not Available
